"","velocidad_recomendada","severidad","fatales","festivos","iluminación","lesiones_menores","carretera","lesiones_graves","limite_velocidad","clima"
"773348",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"773369",45,"Accidente sin lesiones",0,"Cumpleaños de la Reina","Oscuro",0,"Asfalto",0,100,"Lluvia intensa"
"773384",75,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Lluvia ligera"
"773391",65,"Accidente grave",0,"No festivo","Nublado",0,"Asfalto",1,70,"Buen clima"
"773409",35,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,50,"Lluvia ligera"
"773430",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia intensa"
"773441",35,"Accidente leve",0,"Navidad y Año Nuevo","Amanecer o atardecer",1,"Asfalto",0,80,"Buen clima"
"773452",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,80,"Buen clima"
"773467",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"773482",25,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"773488",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"773491",35,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,80,"Buen clima"
"773514",45,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,60,"Lluvia ligera"
"773517",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"773518",25,"Accidente grave",0,"No festivo","Nublado",0,"Asfalto",1,50,"Buen clima"
"773527",75,"Accidente grave",0,"No festivo","Soleado",1,"Asfalto",1,100,"Buen clima"
"773553",75,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,80,"Buen clima"
"773610",45,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,50,"Buen clima"
"773639",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Lluvia ligera"
"773678",65,"Accidente grave",0,"No festivo","Soleado",2,"Asfalto",1,80,"Buen clima"
"773694",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"773711",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"773719",75,"Accidente grave",0,"No festivo","Nublado",0,"Asfalto",1,100,"Lluvia intensa"
"773762",35,"Accidente fatal",1,"No festivo","Nublado",1,"Asfalto",0,60,"Buen clima"
"773770",95,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Niebla"
"773774",35,"Accidente sin lesiones",0,"Navidad y Año Nuevo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"773792",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"773794",45,"Accidente grave",0,"No festivo","Oscuro",1,"Asfalto",1,50,"Buen clima"
"773804",95,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Niebla"
"773811",75,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"773830",45,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"773835",65,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"773851",15,"Accidente leve",0,"Navidad y Año Nuevo","Soleado",1,"Asfalto",0,50,"Buen clima"
"773855",75,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"773858",45,"Accidente sin lesiones",0,"Navidad y Año Nuevo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"773868",55,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,80,"Buen clima"
"773891",25,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"773899",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,60,"Lluvia ligera"
"773903",85,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"773932",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"773943",45,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"773964",35,"Accidente leve",0,"No festivo","Nublado",3,"Asfalto",0,80,"Buen clima"
"773967",85,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"774015",85,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"774056",65,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"774072",65,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia intensa"
"774088",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"774102",85,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"774109",75,"Accidente grave",0,"No festivo","Nublado",0,"Asfalto",1,100,"Lluvia ligera"
"774139",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"774216",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"774230",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"774241",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"774244",55,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia intensa"
"774259",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"774270",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Lluvia intensa"
"774280",55,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,60,"Buen clima"
"774286",25,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Buen clima"
"774300",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"774306",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"774307",75,"Accidente grave",0,"Navidad y Año Nuevo","Nublado",0,"Asfalto",1,80,"Buen clima"
"774327",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"774352",75,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"774377",45,"Accidente leve",0,"No festivo","Amanecer o atardecer",1,"Asfalto",0,50,"Buen clima"
"774378",65,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,80,"Buen clima"
"774398",45,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,60,"Buen clima"
"774403",85,"Accidente grave",0,"No festivo","Nublado",4,"Asfalto",2,100,"Buen clima"
"774445",85,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"774454",55,"Accidente leve",0,"No festivo","Nublado",2,"Asfalto",0,100,"Buen clima"
"774486",45,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Asfalto",0,100,"Buen clima"
"774493",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"774501",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia intensa"
"774556",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"774558",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Lluvia ligera"
"774600",75,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,80,"Buen clima"
"774604",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Buen clima"
"774674",45,"Accidente sin lesiones",0,"Navidad y Año Nuevo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"774687",55,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Niebla"
"774694",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Buen clima"
"774702",55,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"774761",55,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"774766",45,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,50,"Buen clima"
"774783",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Lluvia intensa"
"774786",55,"Accidente leve",0,"Pascua","Oscuro",1,"Asfalto",0,100,"Lluvia ligera"
"774813",45,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"774815",65,"Accidente fatal",1,"No festivo","Oscuro",2,"Asfalto",0,100,"Lluvia intensa"
"774837",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Buen clima"
"774869",85,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Niebla"
"774876",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"774887",75,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",1,100,"Buen clima"
"774889",65,"Accidente leve",0,"No festivo","Nublado",2,"Asfalto",0,100,"Lluvia ligera"
"774921",45,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"774932",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Buen clima"
"774962",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"774964",55,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"774983",35,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"775006",75,"Accidente sin lesiones",0,"Fin de semana del Trabajo","Soleado",0,"Asfalto",0,100,"Buen clima"
"775021",85,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"775022",35,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,70,"Buen clima"
"775025",55,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"775050",35,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,50,"Lluvia ligera"
"775081",45,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"775084",65,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,80,"Lluvia ligera"
"775085",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Lluvia intensa"
"775101",65,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,80,"Buen clima"
"775103",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"775110",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"775113",75,"Accidente leve",0,"No festivo","Nublado",3,"Asfalto",0,100,"Lluvia ligera"
"775126",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"775128",55,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"775146",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Lluvia ligera"
"775150",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"775169",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Lluvia ligera"
"775182",35,"Accidente grave",0,"No festivo","Soleado",7,"Asfalto",2,100,"Buen clima"
"775208",75,"Accidente leve",0,"No festivo","Oscuro",3,"Asfalto",0,100,"Buen clima"
"775223",65,"Accidente leve",0,"Fin de semana del Trabajo","Soleado",1,"Asfalto",0,100,"Buen clima"
"775235",25,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Lluvia intensa"
"775244",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"775249",25,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,80,"Lluvia ligera"
"775257",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"775292",45,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",1,100,"Buen clima"
"775316",75,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"775340",55,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Asfalto",0,100,"Lluvia ligera"
"775359",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,80,"Lluvia ligera"
"775362",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"775364",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"775421",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"775428",75,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Asfalto",0,100,"Buen clima"
"775446",45,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Lluvia ligera"
"775455",55,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"775464",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"775485",25,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,70,"Buen clima"
"775491",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"775561",85,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Asfalto",0,100,"Buen clima"
"775582",45,"Accidente fatal",1,"No festivo","Nublado",1,"Asfalto",0,80,"Lluvia ligera"
"775597",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"775618",65,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"775644",85,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"775664",35,"Accidente sin lesiones",0,"Cumpleaños de la Reina","Nublado",0,"Asfalto",0,80,"Lluvia ligera"
"775696",45,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,80,"Lluvia intensa"
"775697",75,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"775725",55,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"775739",75,"Accidente fatal",1,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"775740",35,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",1,100,"Buen clima"
"775756",45,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",1,50,"Buen clima"
"775763",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Lluvia ligera"
"775826",65,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",1,100,"Buen clima"
"775844",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"775903",65,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",1,100,"Buen clima"
"775911",65,"Accidente leve",0,"No festivo","Oscuro",1,"Sin Asfalto",0,100,"Lluvia ligera"
"775921",25,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"775974",75,"Accidente leve",0,"No festivo","Oscuro",2,"Asfalto",0,100,"Buen clima"
"775993",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia intensa"
"776014",85,"Accidente grave",0,"No festivo","Soleado",1,"Asfalto",2,100,"Lluvia intensa"
"776021",65,"Accidente sin lesiones",0,"Navidad y Año Nuevo","Soleado",0,"Asfalto",0,100,"Buen clima"
"776022",55,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"776024",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Buen clima"
"776054",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Niebla"
"776072",75,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"776074",55,"Accidente leve",0,"No festivo","Oscuro",3,"Asfalto",0,100,"Niebla"
"776076",55,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"776095",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"776146",45,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",1,100,"Buen clima"
"776172",75,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"776186",25,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,70,"Buen clima"
"776242",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"776259",65,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,70,"Lluvia ligera"
"776261",75,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Lluvia intensa"
"776272",85,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"776290",45,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"776322",75,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Asfalto",0,100,"Buen clima"
"776327",35,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,60,"Lluvia ligera"
"776337",25,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"776345",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"776366",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"776390",75,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"776393",35,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"776424",25,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,40,"Buen clima"
"776442",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"776446",65,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"776450",55,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"776467",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,60,"Lluvia ligera"
"776518",75,"Accidente leve",0,"No festivo","Nublado",3,"Asfalto",0,80,"Buen clima"
"776550",55,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"776552",75,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Asfalto",0,100,"Lluvia ligera"
"776577",85,"Accidente leve",0,"No festivo","Oscuro",3,"Asfalto",0,100,"Lluvia ligera"
"776594",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"776624",75,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Asfalto",0,100,"Buen clima"
"776665",25,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,50,"Buen clima"
"776682",55,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,70,"Buen clima"
"776715",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"776717",75,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"776729",65,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"776731",45,"Accidente leve",0,"No festivo","Oscuro",2,"Asfalto",0,100,"Lluvia ligera"
"776737",85,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Lluvia ligera"
"776784",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"776802",45,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"776806",45,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,80,"Lluvia ligera"
"776826",65,"Accidente sin lesiones",0,"Navidad y Año Nuevo","Nublado",0,"Asfalto",0,80,"Lluvia ligera"
"776830",25,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Buen clima"
"776843",65,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"776845",65,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"776860",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"776862",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Lluvia ligera"
"776893",75,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Niebla"
"776899",55,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,80,"Lluvia intensa"
"776904",75,"Accidente fatal",1,"No festivo","Nublado",2,"Asfalto",0,100,"Buen clima"
"776911",85,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"776949",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"776991",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Lluvia intensa"
"776995",35,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Sin Asfalto",0,100,"Buen clima"
"776996",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"777036",35,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"777070",45,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,80,"Buen clima"
"777089",45,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"777095",45,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Sin Asfalto",0,80,"Buen clima"
"777123",75,"Accidente grave",0,"No festivo","Amanecer o atardecer",1,"Asfalto",1,80,"Lluvia ligera"
"777228",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"777230",85,"Accidente fatal",1,"No festivo","Nublado",0,"Asfalto",2,100,"Lluvia ligera"
"777283",25,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"777299",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia intensa"
"777307",45,"Accidente leve",0,"No festivo","Amanecer o atardecer",1,"Asfalto",0,50,"Buen clima"
"777313",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"777372",75,"Accidente grave",0,"No festivo","Oscuro",3,"Asfalto",1,100,"Buen clima"
"777383",35,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,70,"Buen clima"
"777387",75,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,80,"Buen clima"
"777394",55,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Lluvia intensa"
"777450",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"777494",55,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,80,"Buen clima"
